character_id,name_kr,character_name,normalized_key,scenarios,search_google,search_ko_wiki,search_namu,status,decision,reason,source1,source2,verified_at
25,가비능,kebineng_25,kebineng_25,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EA%B0%80%EB%B9%84%EB%8A%A5%20%EC%82%BC%EA%B5%AD%EC%A7%80%20kebineng_25,https://ko.wikipedia.org/wiki/%EA%B0%80%EB%B9%84%EB%8A%A5,https://namu.wiki/w/%EA%B0%80%EB%B9%84%EB%8A%A5,PENDING,,,,,
26,주창,ju_chang_26,ju_chang_26,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A3%BC%EC%B0%BD%20%EC%82%BC%EA%B5%AD%EC%A7%80%20ju_chang_26,https://ko.wikipedia.org/wiki/%EC%A3%BC%EC%B0%BD,https://namu.wiki/w/%EC%A3%BC%EC%B0%BD,PENDING,,,,,
27,저족수령,jeo_joksuryeong_27,jeo_joksuryeong_27,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A0%80%EC%A1%B1%EC%88%98%EB%A0%B9%20%EC%82%BC%EA%B5%AD%EC%A7%80%20jeo_joksuryeong_27,https://ko.wikipedia.org/wiki/%EC%A0%80%EC%A1%B1%EC%88%98%EB%A0%B9,https://namu.wiki/w/%EC%A0%80%EC%A1%B1%EC%88%98%EB%A0%B9,PENDING,,,,,
28,강족수령,gang_joksuryeong_28,gang_joksuryeong_28,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EA%B0%95%EC%A1%B1%EC%88%98%EB%A0%B9%20%EC%82%BC%EA%B5%AD%EC%A7%80%20gang_joksuryeong_28,https://ko.wikipedia.org/wiki/%EA%B0%95%EC%A1%B1%EC%88%98%EB%A0%B9,https://namu.wiki/w/%EA%B0%95%EC%A1%B1%EC%88%98%EB%A0%B9,PENDING,,,,,
29,흉노선우,hyung_noseonu_29,hyung_noseonu_29,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%ED%9D%89%EB%85%B8%EC%84%A0%EC%9A%B0%20%EC%82%BC%EA%B5%AD%EC%A7%80%20hyung_noseonu_29,https://ko.wikipedia.org/wiki/%ED%9D%89%EB%85%B8%EC%84%A0%EC%9A%B0,https://namu.wiki/w/%ED%9D%89%EB%85%B8%EC%84%A0%EC%9A%B0,PENDING,,,,,
33,조인,cao_ren_33,cao_ren_33,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A1%B0%EC%9D%B8%20%EC%82%BC%EA%B5%AD%EC%A7%80%20cao_ren_33,https://ko.wikipedia.org/wiki/%EC%A1%B0%EC%9D%B8,https://namu.wiki/w/%EC%A1%B0%EC%9D%B8,PENDING,,,,,
36,전위,dian_wei_36,dian_wei_36,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A0%84%EC%9C%84%20%EC%82%BC%EA%B5%AD%EC%A7%80%20dian_wei_36,https://ko.wikipedia.org/wiki/%EC%A0%84%EC%9C%84,https://namu.wiki/w/%EC%A0%84%EC%9C%84,PENDING,,,,,
37,장료,zhang_liao_37,zhang_liao_37,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%9E%A5%EB%A3%8C%20%EC%82%BC%EA%B5%AD%EC%A7%80%20zhang_liao_37,https://ko.wikipedia.org/wiki/%EC%9E%A5%EB%A3%8C,https://namu.wiki/w/%EC%9E%A5%EB%A3%8C,PENDING,,,,,
41,곽가,guo_jia_41,guo_jia_41,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EA%B3%BD%EA%B0%80%20%EC%82%BC%EA%B5%AD%EC%A7%80%20guo_jia_41,https://ko.wikipedia.org/wiki/%EA%B3%BD%EA%B0%80,https://namu.wiki/w/%EA%B3%BD%EA%B0%80,PENDING,,,,,
50,조장,jo_jang_50,jo_jang_50,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A1%B0%EC%9E%A5%20%EC%82%BC%EA%B5%AD%EC%A7%80%20jo_jang_50,https://ko.wikipedia.org/wiki/%EC%A1%B0%EC%9E%A5,https://namu.wiki/w/%EC%A1%B0%EC%9E%A5,PENDING,,,,,
53,왕랑,wang_lang_53,wang_lang_53,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%99%95%EB%9E%91%20%EC%82%BC%EA%B5%AD%EC%A7%80%20wang_lang_53,https://ko.wikipedia.org/wiki/%EC%99%95%EB%9E%91,https://namu.wiki/w/%EC%99%95%EB%9E%91,PENDING,,,,,
58,조진,jo_jin_58,jo_jin_58,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A1%B0%EC%A7%84%20%EC%82%BC%EA%B5%AD%EC%A7%80%20jo_jin_58,https://ko.wikipedia.org/wiki/%EC%A1%B0%EC%A7%84,https://namu.wiki/w/%EC%A1%B0%EC%A7%84,PENDING,,,,,
61,방덕,pang_de_61,pang_de_61,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EB%B0%A9%EB%8D%95%20%EC%82%BC%EA%B5%AD%EC%A7%80%20pang_de_61,https://ko.wikipedia.org/wiki/%EB%B0%A9%EB%8D%95,https://namu.wiki/w/%EB%B0%A9%EB%8D%95,PENDING,,,,,
65,종요,jong_yo_65,jong_yo_65,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A2%85%EC%9A%94%20%EC%82%BC%EA%B5%AD%EC%A7%80%20jong_yo_65,https://ko.wikipedia.org/wiki/%EC%A2%85%EC%9A%94,https://namu.wiki/w/%EC%A2%85%EC%9A%94,PENDING,,,,,
67,두습,du_seup_67,du_seup_67,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EB%91%90%EC%8A%B5%20%EC%82%BC%EA%B5%AD%EC%A7%80%20du_seup_67,https://ko.wikipedia.org/wiki/%EB%91%90%EC%8A%B5,https://namu.wiki/w/%EB%91%90%EC%8A%B5,PENDING,,,,,
72,유방,yu_bang_72,yu_bang_72,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%9C%A0%EB%B0%A9%20%EC%82%BC%EA%B5%AD%EC%A7%80%20yu_bang_72,https://ko.wikipedia.org/wiki/%EC%9C%A0%EB%B0%A9,https://namu.wiki/w/%EC%9C%A0%EB%B0%A9,PENDING,,,,,
73,손자,son_ja_73,son_ja_73,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%86%90%EC%9E%90%20%EC%82%BC%EA%B5%AD%EC%A7%80%20son_ja_73,https://ko.wikipedia.org/wiki/%EC%86%90%EC%9E%90,https://namu.wiki/w/%EC%86%90%EC%9E%90,PENDING,,,,,
80,방통,pang_tong_80,pang_tong_80,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EB%B0%A9%ED%86%B5%20%EC%82%BC%EA%B5%AD%EC%A7%80%20pang_tong_80,https://ko.wikipedia.org/wiki/%EB%B0%A9%ED%86%B5,https://namu.wiki/w/%EB%B0%A9%ED%86%B5,PENDING,,,,,
90,이엄,li_yan_90,li_yan_90,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%9D%B4%EC%97%84%20%EC%82%BC%EA%B5%AD%EC%A7%80%20li_yan_90,https://ko.wikipedia.org/wiki/%EC%9D%B4%EC%97%84,https://namu.wiki/w/%EC%9D%B4%EC%97%84,PENDING,,,,,
92,미축,mi_chuk_92,mi_chuk_92,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EB%AF%B8%EC%B6%95%20%EC%82%BC%EA%B5%AD%EC%A7%80%20mi_chuk_92,https://ko.wikipedia.org/wiki/%EB%AF%B8%EC%B6%95,https://namu.wiki/w/%EB%AF%B8%EC%B6%95,PENDING,,,,,
105,오의,o_ui_105,o_ui_105,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%98%A4%EC%9D%98%20%EC%82%BC%EA%B5%AD%EC%A7%80%20o_ui_105,https://ko.wikipedia.org/wiki/%EC%98%A4%EC%9D%98,https://namu.wiki/w/%EC%98%A4%EC%9D%98,PENDING,,,,,
107,유파,yu_pa_107,yu_pa_107,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%9C%A0%ED%8C%8C%20%EC%82%BC%EA%B5%AD%EC%A7%80%20yu_pa_107,https://ko.wikipedia.org/wiki/%EC%9C%A0%ED%8C%8C,https://namu.wiki/w/%EC%9C%A0%ED%8C%8C,PENDING,,,,,
109,진밀,jin_mil_109,jin_mil_109,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A7%84%EB%B0%80%20%EC%82%BC%EA%B5%AD%EC%A7%80%20jin_mil_109,https://ko.wikipedia.org/wiki/%EC%A7%84%EB%B0%80,https://namu.wiki/w/%EC%A7%84%EB%B0%80,PENDING,,,,,
111,종예,jong_ye_111,jong_ye_111,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A2%85%EC%98%88%20%EC%82%BC%EA%B5%AD%EC%A7%80%20jong_ye_111,https://ko.wikipedia.org/wiki/%EC%A2%85%EC%98%88,https://namu.wiki/w/%EC%A2%85%EC%98%88,PENDING,,,,,
113,풍습,pung_seup_113,pung_seup_113,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%ED%92%8D%EC%8A%B5%20%EC%82%BC%EA%B5%AD%EC%A7%80%20pung_seup_113,https://ko.wikipedia.org/wiki/%ED%92%8D%EC%8A%B5,https://namu.wiki/w/%ED%92%8D%EC%8A%B5,PENDING,,,,,
117,여몽,lu_meng_117,lu_meng_117,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%97%AC%EB%AA%BD%20%EC%82%BC%EA%B5%AD%EC%A7%80%20lu_meng_117,https://ko.wikipedia.org/wiki/%EC%97%AC%EB%AA%BD,https://namu.wiki/w/%EC%97%AC%EB%AA%BD,PENDING,,,,,
122,주태,zhou_tai_122,zhou_tai_122,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A3%BC%ED%83%9C%20%EC%82%BC%EA%B5%AD%EC%A7%80%20zhou_tai_122,https://ko.wikipedia.org/wiki/%EC%A3%BC%ED%83%9C,https://namu.wiki/w/%EC%A3%BC%ED%83%9C,PENDING,,,,,
126,정보,cheng_pu_126,cheng_pu_126,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A0%95%EB%B3%B4%20%EC%82%BC%EA%B5%AD%EC%A7%80%20cheng_pu_126,https://ko.wikipedia.org/wiki/%EC%A0%95%EB%B3%B4,https://namu.wiki/w/%EC%A0%95%EB%B3%B4,PENDING,,,,,
133,반장,ban_jang_133,ban_jang_133,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EB%B0%98%EC%9E%A5%20%EC%82%BC%EA%B5%AD%EC%A7%80%20ban_jang_133,https://ko.wikipedia.org/wiki/%EB%B0%98%EC%9E%A5,https://namu.wiki/w/%EB%B0%98%EC%9E%A5,PENDING,,,,,
134,주연,ju_yeon_134,ju_yeon_134,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A3%BC%EC%97%B0%20%EC%82%BC%EA%B5%AD%EC%A7%80%20ju_yeon_134,https://ko.wikipedia.org/wiki/%EC%A3%BC%EC%97%B0,https://namu.wiki/w/%EC%A3%BC%EC%97%B0,PENDING,,,,,
140,전종,jeon_jong_140,jeon_jong_140,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A0%84%EC%A2%85%20%EC%82%BC%EA%B5%AD%EC%A7%80%20jeon_jong_140,https://ko.wikipedia.org/wiki/%EC%A0%84%EC%A2%85,https://namu.wiki/w/%EC%A0%84%EC%A2%85,PENDING,,,,,
146,여범,yeo_beom_146,yeo_beom_146,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%97%AC%EB%B2%94%20%EC%82%BC%EA%B5%AD%EC%A7%80%20yeo_beom_146,https://ko.wikipedia.org/wiki/%EC%97%AC%EB%B2%94,https://namu.wiki/w/%EC%97%AC%EB%B2%94,PENDING,,,,,
154,안량,an_ryang_154,an_ryang_154,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%95%88%EB%9F%89%20%EC%82%BC%EA%B5%AD%EC%A7%80%20an_ryang_154,https://ko.wikipedia.org/wiki/%EC%95%88%EB%9F%89,https://namu.wiki/w/%EC%95%88%EB%9F%89,PENDING,,,,,
155,전풍,jeon_pung_155,jeon_pung_155,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A0%84%ED%92%8D%20%EC%82%BC%EA%B5%AD%EC%A7%80%20jeon_pung_155,https://ko.wikipedia.org/wiki/%EC%A0%84%ED%92%8D,https://namu.wiki/w/%EC%A0%84%ED%92%8D,PENDING,,,,,
158,곽도,gwak_do_158,gwak_do_158,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EA%B3%BD%EB%8F%84%20%EC%82%BC%EA%B5%AD%EC%A7%80%20gwak_do_158,https://ko.wikipedia.org/wiki/%EA%B3%BD%EB%8F%84,https://namu.wiki/w/%EA%B3%BD%EB%8F%84,PENDING,,,,,
165,채모,chae_mo_165,chae_mo_165,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%B1%84%EB%AA%A8%20%EC%82%BC%EA%B5%AD%EC%A7%80%20chae_mo_165,https://ko.wikipedia.org/wiki/%EC%B1%84%EB%AA%A8,https://namu.wiki/w/%EC%B1%84%EB%AA%A8,PENDING,,,,,
169,한숭,han_sung_169,han_sung_169,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%ED%95%9C%EC%88%AD%20%EC%82%BC%EA%B5%AD%EC%A7%80%20han_sung_169,https://ko.wikipedia.org/wiki/%ED%95%9C%EC%88%AD,https://namu.wiki/w/%ED%95%9C%EC%88%AD,PENDING,,,,,
175,포신,po_sin_175,po_sin_175,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%ED%8F%AC%EC%8B%A0%20%EC%82%BC%EA%B5%AD%EC%A7%80%20po_sin_175,https://ko.wikipedia.org/wiki/%ED%8F%AC%EC%8B%A0,https://namu.wiki/w/%ED%8F%AC%EC%8B%A0,PENDING,,,,,
176,공융,kong_rong_176,kong_rong_176,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EA%B3%B5%EC%9C%B5%20%EC%82%BC%EA%B5%AD%EC%A7%80%20kong_rong_176,https://ko.wikipedia.org/wiki/%EA%B3%B5%EC%9C%B5,https://namu.wiki/w/%EA%B3%B5%EC%9C%B5,PENDING,,,,,
178,왕광,wang_gwang_178,wang_gwang_178,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%99%95%EA%B4%91%20%EC%82%BC%EA%B5%AD%EC%A7%80%20wang_gwang_178,https://ko.wikipedia.org/wiki/%EC%99%95%EA%B4%91,https://namu.wiki/w/%EC%99%95%EA%B4%91,PENDING,,,,,
181,유우,yu_u_181,yu_u_181,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%9C%A0%EC%9A%B0%20%EC%82%BC%EA%B5%AD%EC%A7%80%20yu_u_181,https://ko.wikipedia.org/wiki/%EC%9C%A0%EC%9A%B0,https://namu.wiki/w/%EC%9C%A0%EC%9A%B0,PENDING,,,,,
190,양봉,yang_bong_190,yang_bong_190,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%96%91%EB%B4%89%20%EC%82%BC%EA%B5%AD%EC%A7%80%20yang_bong_190,https://ko.wikipedia.org/wiki/%EC%96%91%EB%B4%89,https://namu.wiki/w/%EC%96%91%EB%B4%89,PENDING,,,,,
192,이각,i_gak_192,i_gak_192,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%9D%B4%EA%B0%81%20%EC%82%BC%EA%B5%AD%EC%A7%80%20i_gak_192,https://ko.wikipedia.org/wiki/%EC%9D%B4%EA%B0%81,https://namu.wiki/w/%EC%9D%B4%EA%B0%81,PENDING,,,,,
195,화웅,hwa_ung_195,hwa_ung_195,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%ED%99%94%EC%9B%85%20%EC%82%BC%EA%B5%AD%EC%A7%80%20hwa_ung_195,https://ko.wikipedia.org/wiki/%ED%99%94%EC%9B%85,https://namu.wiki/w/%ED%99%94%EC%9B%85,PENDING,,,,,
198,이숙,i_suk_198,i_suk_198,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%9D%B4%EC%88%99%20%EC%82%BC%EA%B5%AD%EC%A7%80%20i_suk_198,https://ko.wikipedia.org/wiki/%EC%9D%B4%EC%88%99,https://namu.wiki/w/%EC%9D%B4%EC%88%99,PENDING,,,,,
239,장량,zhang_liang_239,zhang_liang_239,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%9E%A5%EB%9F%89%20%EC%82%BC%EA%B5%AD%EC%A7%80%20zhang_liang_239,https://ko.wikipedia.org/wiki/%EC%9E%A5%EB%9F%89,https://namu.wiki/w/%EC%9E%A5%EB%9F%89,PENDING,,,,,
241,파재,pa_jae_241,pa_jae_241,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%ED%8C%8C%EC%9E%AC%20%EC%82%BC%EA%B5%AD%EC%A7%80%20pa_jae_241,https://ko.wikipedia.org/wiki/%ED%8C%8C%EC%9E%AC,https://namu.wiki/w/%ED%8C%8C%EC%9E%AC,PENDING,,,,,
242,팽탈,paeng_tal_242,paeng_tal_242,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%ED%8C%BD%ED%83%88%20%EC%82%BC%EA%B5%AD%EC%A7%80%20paeng_tal_242,https://ko.wikipedia.org/wiki/%ED%8C%BD%ED%83%88,https://namu.wiki/w/%ED%8C%BD%ED%83%88,PENDING,,,,,
243,마원의,ma_wonui_243,ma_wonui_243,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EB%A7%88%EC%9B%90%EC%9D%98%20%EC%82%BC%EA%B5%AD%EC%A7%80%20ma_wonui_243,https://ko.wikipedia.org/wiki/%EB%A7%88%EC%9B%90%EC%9D%98,https://namu.wiki/w/%EB%A7%88%EC%9B%90%EC%9D%98,PENDING,,,,,
247,하의,ha_ui_247,ha_ui_247,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%ED%95%98%EC%9D%98%20%EC%82%BC%EA%B5%AD%EC%A7%80%20ha_ui_247,https://ko.wikipedia.org/wiki/%ED%95%98%EC%9D%98,https://namu.wiki/w/%ED%95%98%EC%9D%98,PENDING,,,,,
248,한충,han_chung_248,han_chung_248,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%ED%95%9C%EC%B6%A9%20%EC%82%BC%EA%B5%AD%EC%A7%80%20han_chung_248,https://ko.wikipedia.org/wiki/%ED%95%9C%EC%B6%A9,https://namu.wiki/w/%ED%95%9C%EC%B6%A9,PENDING,,,,,
249,손하,son_ha_249,son_ha_249,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%86%90%ED%95%98%20%EC%82%BC%EA%B5%AD%EC%A7%80%20son_ha_249,https://ko.wikipedia.org/wiki/%EC%86%90%ED%95%98,https://namu.wiki/w/%EC%86%90%ED%95%98,PENDING,,,,,
253,유피,yu_pi_253,yu_pi_253,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%9C%A0%ED%94%BC%20%EC%82%BC%EA%B5%AD%EC%A7%80%20yu_pi_253,https://ko.wikipedia.org/wiki/%EC%9C%A0%ED%94%BC,https://namu.wiki/w/%EC%9C%A0%ED%94%BC,PENDING,,,,,
257,주준,zhu_jun_257,zhu_jun_257,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A3%BC%EC%A4%80%20%EC%82%BC%EA%B5%AD%EC%A7%80%20zhu_jun_257,https://ko.wikipedia.org/wiki/%EC%A3%BC%EC%A4%80,https://namu.wiki/w/%EC%A3%BC%EC%A4%80,PENDING,,,,,
264,육진,yuk_jin_264,yuk_jin_264,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%9C%A1%EC%A7%84%20%EC%82%BC%EA%B5%AD%EC%A7%80%20yuk_jin_264,https://ko.wikipedia.org/wiki/%EC%9C%A1%EC%A7%84,https://namu.wiki/w/%EC%9C%A1%EC%A7%84,PENDING,,,,,
266,원진,won_jin_266,won_jin_266,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%9B%90%EC%A7%84%20%EC%82%BC%EA%B5%AD%EC%A7%80%20won_jin_266,https://ko.wikipedia.org/wiki/%EC%9B%90%EC%A7%84,https://namu.wiki/w/%EC%9B%90%EC%A7%84,PENDING,,,,,
267,유민,yu_min_267,yu_min_267,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%9C%A0%EB%AF%BC%20%EC%82%BC%EA%B5%AD%EC%A7%80%20yu_min_267,https://ko.wikipedia.org/wiki/%EC%9C%A0%EB%AF%BC,https://namu.wiki/w/%EC%9C%A0%EB%AF%BC,PENDING,,,,,
269,동봉,dong_bong_269,dong_bong_269,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EB%8F%99%EB%B4%89%20%EC%82%BC%EA%B5%AD%EC%A7%80%20dong_bong_269,https://ko.wikipedia.org/wiki/%EB%8F%99%EB%B4%89,https://namu.wiki/w/%EB%8F%99%EB%B4%89,PENDING,,,,,
272,원재,won_jae_272,won_jae_272,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%9B%90%EC%9E%AC%20%EC%82%BC%EA%B5%AD%EC%A7%80%20won_jae_272,https://ko.wikipedia.org/wiki/%EC%9B%90%EC%9E%AC,https://namu.wiki/w/%EC%9B%90%EC%9E%AC,PENDING,,,,,
273,팽광,paeng_gwang_273,paeng_gwang_273,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%ED%8C%BD%EA%B4%91%20%EC%82%BC%EA%B5%AD%EC%A7%80%20paeng_gwang_273,https://ko.wikipedia.org/wiki/%ED%8C%BD%EA%B4%91,https://namu.wiki/w/%ED%8C%BD%EA%B4%91,PENDING,,,,,
275,동우,dong_u_275,dong_u_275,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EB%8F%99%EC%9A%B0%20%EC%82%BC%EA%B5%AD%EC%A7%80%20dong_u_275,https://ko.wikipedia.org/wiki/%EB%8F%99%EC%9A%B0,https://namu.wiki/w/%EB%8F%99%EC%9A%B0,PENDING,,,,,
